Size        Rss         Pss         Clean       Dirty       Clean       Dirty       Swap        SwapPss     Counts      Category                         Name
4           4           4           0           0           4           0           0           0           1           AnonPage other                   [anon:ArkTS MethodLiteral]
2097152     28          8           20          0           8           0           0           0           13          AnonPage other                   [anon:cfi_shadow:musl]
8           0           0           0           0           0           0           0           0           1           guard                            [anon:guard:20209]
8           0           0           0           0           0           0           0           0           1           guard                            [anon:guard:20220]
8           0           0           0           0           0           0           0           0           1           guard                            [anon:guard:20320]
8           0           0           0           0           0           0           0           0           1           guard                            [anon:guard:20321]
8           0           0           0           0           0           0           0           0           1           guard                            [anon:guard:20322]
8           0           0           0           0           0           0           0           0           1           guard                            [anon:guard:20323]
8           0           0           0           0           0           0           0           0           1           guard                            [anon:guard:20324]
8           0           0           0           0           0           0           0           0           1           guard                            [anon:guard:20325]
8           0           0           0           0           0           0           0           0           1           guard                            [anon:guard:20333]
8           0           0           0           0           0           0           0           0           1           guard                            [anon:guard:20343]
8           0           0           0           0           0           0           0           0           1           guard                            [anon:guard:23526]
2984        64          45          20          0           44          0           0           0           1           AnonPage other                   [anon:ld-musl-aarch64.so.1.bss]
28          8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:lib2d_graphics.z.so.bss]
40          4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:lib3dWidgetAdapter.z.so.bss]
64          24          0           24          0           0           0           0           0           1           AnonPage other                   [anon:libEGL.so.bss]
164         164         9           160         0           4           0           0           0           1           AnonPage other                   [anon:libEGL_impl.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libability_connect_callback_stub.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libability_context_native.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libability_manager.z.so.bss]
12          12          4           8           0           4           0           0           0           1           AnonPage other                   [anon:libabilitykit_native.z.so.bss]
24          24          0           24          0           0           0           0           0           1           AnonPage other                   [anon:libabilityms.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libaccessibility_common.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libaccessibility_extension_module.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libaccessibility_interface.z.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libaccessibilityclient.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libaccount_iam_napi.z.so.bss]
908         908         37          908         0           0           0           0           0           1           AnonPage other                   [anon:libace_compatible.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libace_napi.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libace_ndk.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libaction_extension.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libadapter_ndk_stub.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libadsservice_extension.z.so.bss]
20          20          0           20          0           0           0           0           0           1           AnonPage other                   [anon:libans_innerkits.z.so.bss]
4           4           4           0           0           4           0           0           0           1           AnonPage other                   [anon:libapp_context.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libapp_manager.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libappexecfwk_core.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libappkit_delegator.z.so.bss]
8           8           8           0           0           8           0           0           0           1           AnonPage other                   [anon:libappkit_native.z.so.bss]
4           4           4           0           0           4           0           0           0           1           AnonPage other                   [anon:libappspawn_sandbox.z.so.bss]
596         596         22          596         0           0           0           0           0           1           AnonPage other                   [anon:libark_jsoptimizer.so.bss]
1152        124         51          76          0           48          0           0           0           1           AnonPage other                   [anon:libark_jsruntime.so.bss]
252         252         9           252         0           0           0           0           0           1           AnonPage other                   [anon:libark_llvmcodegen.so.bss]
76          76          2           76          0           0           0           0           0           1           AnonPage other                   [anon:libarkencoder.so.bss]
48          44          1           44          0           0           0           0           0           1           AnonPage other                   [anon:libarkruntime.so.bss]
40          4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libarktsbase.so.bss]
16          16          0           16          0           0           0           0           0           1           AnonPage other                   [anon:libarktscompiler.so.bss]
28          0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libarkweb_core_loader_glue.z.so.bss]
1520        204         8           204         0           0           0           0           0           1           AnonPage other                   [anon:libarkweb_engine.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libasset_sdk.dylib.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libasset_sdk_ffi.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libassetaccelextension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libassetaccelfwkclient.z.so.bss]
16          4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libastc_encoder_shared.z.so.bss]
52          52          1           52          0           0           0           0           0           1           AnonPage other                   [anon:libaudio.z.so.bss]
16          12          0           12          0           0           0           0           0           1           AnonPage other                   [anon:libaudio_client.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libaudio_client_idl_interface.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libaudio_common.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libaudio_haptic.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libaudio_policy_client.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libaudio_policy_client_idl_interface.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libaudio_policy_common.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libaudio_schedule.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libauthentication.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libauto_fill_extension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libav_codec_client.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libav_codec_media_engine_modules.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libavplayer.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libavsession_client.z.so.bss]
20          20          0           20          0           0           0           0           0           1           AnonPage other                   [anon:libavsession_napi.z.so.bss]
12          12          0           12          0           0           0           0           0           1           AnonPage other                   [anon:libbackup_extension_ability_native.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libbackup_kit_inner.z.so.bss]
20          20          0           20          0           0           0           0           0           1           AnonPage other                   [anon:libbackup_utils.z.so.bss]
4           4           4           0           0           4           0           0           0           1           AnonPage other                   [anon:libbegetutil.z.so.bss]
360         360         13          360         0           0           0           0           0           1           AnonPage other                   [anon:libbishenggpucompiler_v350.so.15.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libbms_ani_common.z.so.bss]
28          16          12          4           0           12          0           0           0           1           AnonPage other                   [anon:libc++.so.bss]
28          28          1           28          0           0           0           0           0           1           AnonPage other                   [anon:libcamera_framework.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libcamera_napi.z.so.bss]
16          16          0           16          0           0           0           0           0           1           AnonPage other                   [anon:libcamera_napi_base.z.so.bss]
8           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libcamera_utils.z.so.bss]
52          52          1           52          0           0           0           0           0           1           AnonPage other                   [anon:libcert.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libcesfwk_innerkits.z.so.bss]
8           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libcollaboration_rcp_native.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libcontact.z.so.bss]
12          4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libcrypto_openssl.z.so.bss]
32          32          1           32          0           0           0           0           0           1           AnonPage other                   [anon:libcryptoframework_napi.z.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libcurl_shared.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libcurl_shared_http3.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libdatashare_ani_rs.so.bss]
104         32          1           32          0           0           0           0           0           1           AnonPage other                   [anon:libddgr.z.so.bss]
12          12          0           12          0           0           0           0           0           1           AnonPage other                   [anon:libdevicestatus_client.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libdevicestatus_ipc.z.so.bss]
16          16          0           16          0           0           0           0           0           1           AnonPage other                   [anon:libdfx_signalhandler.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libdisplay_napi.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libdistributed_extension_ability_native.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libdistributed_sched_utils.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libdistributeddata_client_sync.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libdistributeddata_inner.z.so.bss]
12          12          0           12          0           0           0           0           0           1           AnonPage other                   [anon:libdistributeddb.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libdistributeddb_client.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libdm.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libdomain_account_innerkits.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libdomain_account_napi.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libdrawing_napi_impl.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libedmservice_kits.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libembeddablewindowstage_kit.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libembedded_ui_extension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libenterprise_admin_extension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libextensionkit_native.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libextensionwindow_napi.z.so.bss]
20          20          0           20          0           0           0           0           0           1           AnonPage other                   [anon:libextplugin.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libextra_config_napi.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libfaultlogextension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libfeatureability.z.so.bss]
892         8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libffmpeg.so.bss]
64          32          28          4           0           28          0           0           0           1           AnonPage other                   [anon:libffrt.so.bss]
16          16          12          4           0           12          0           0           0           1           AnonPage other                   [anon:libffrt_acc.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libfile_access_extension_ability_kit.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libfileio.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libfileuri_native.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libform_edit_extension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libform_extension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libform_manager.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libformutil_napi.z.so.bss]
8           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libframe_analyzer.z.so.bss]
8192        0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libfuse.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libgraphics_effect.z.so.bss]
12          12          0           12          0           0           0           0           0           1           AnonPage other                   [anon:libha_ace_engine.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libha_client.z.so.bss]
12          12          0           12          0           0           0           0           0           1           AnonPage other                   [anon:libha_client_core.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libha_client_expand.z.so.bss]
16          16          0           16          0           0           0           0           0           1           AnonPage other                   [anon:libheifparser.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libhianalytics_napi.z.so.bss]
16          16          0           16          0           0           0           0           0           1           AnonPage other                   [anon:libhiappevent_base.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libhiappevent_napi.z.so.bss]
4           4           4           0           0           4           0           0           0           1           AnonPage other                   [anon:libhicollie.z.so.bss]
8           8           8           0           0           8           0           0           0           1           AnonPage other                   [anon:libhilog.so.bss]
4           4           1           4           0           0           0           0           0           1           AnonPage other                   [anon:libhitracechain.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libhmicui18n.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libhmicuuc.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libhuaweiid_innerkits_ndk.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libhuaweiid_napi_base.z.so.bss]
12          12          0           12          0           0           0           0           0           1           AnonPage other                   [anon:libhuks.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libi18n_sa_client.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libimage_effect_impl.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libimage_napi.z.so.bss]
12          12          0           12          0           0           0           0           0           1           AnonPage other                   [anon:libimage_native.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libimageformatagent.z.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libimf_hisysevent.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libinputmethod.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libinputmethod_ability.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libinputmethod_client.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libinputmethod_common.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libinputmethod_extension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libinsight_intent_executor.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libintention_event.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libintl_util.z.so.bss]
4           4           4           0           0           4           0           0           0           1           AnonPage other                   [anon:libipc_single.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:liblive_form_extension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libliveview_lockscreen_extension.z.so.bss]
36          4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:liblzma.z.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libmeasure.z.so.bss]
20          20          0           20          0           0           0           0           0           1           AnonPage other                   [anon:libmedia.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libmedia_avplayer.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libmedia_client.z.so.bss]
196         196         7           196         0           0           0           0           0           1           AnonPage other                   [anon:libmedia_library.z.so.bss]
32          32          1           32          0           0           0           0           0           1           AnonPage other                   [anon:libmedia_library_manager.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libmedia_monitor_client.z.so.bss]
904         904         33          904         0           0           0           0           0           1           AnonPage other                   [anon:libmedialibrary_nutils.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libmemmgrclient.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libmmi-client.z.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libmmi_rust_key_config.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libnapi_ability_common.z.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libnapi_base_context.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libnapi_common.z.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libnative_avscreen_capture.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libnative_image.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libnative_rdb.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libnative_window_manager.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libnet_conn_manager_if.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libnet_manager_common.z.so.bss]
504         0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libnetsys_client.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libnotification_subscriber_extension.z.so.bss]
40          40          1           40          0           0           0           0           0           1           AnonPage other                   [anon:libnotificationmanager.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libohaudio.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libohfileuri.so.bss]
4640        0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libohosffmpeg.z.so.bss]
8           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libopenhitls_bsl.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libopenhitls_tls.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libosaccount.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libpasteboard.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libpasteboard_client.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libpasteboard_data.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libpasteboard_napi.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libperfmonitor.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libphoto_editor_extension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libpicker.z.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libpng.z.so.bss]
24          24          0           24          0           0           0           0           0           1           AnonPage other                   [anon:libprint_client.z.so.bss]
16          16          0           16          0           0           0           0           0           1           AnonPage other                   [anon:libprint_extension_framework.z.so.bss]
48          48          1           48          0           0           0           0           0           1           AnonPage other                   [anon:libprint_helper.z.so.bss]
32          32          1           32          0           0           0           0           0           1           AnonPage other                   [anon:libprint_models.z.so.bss]
12          4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libprotobuf_lite.z.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libpub_utils.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libpush_extension.z.so.bss]
8           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:librdo_ld.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libremote_file_share_native.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libremote_location_extension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libremote_uri_native.z.so.bss]
48          48          5           44          0           4           0           0           0           1           AnonPage other                   [anon:librender_service_base.z.so.bss]
12          12          4           8           0           4           0           0           0           1           AnonPage other                   [anon:librender_service_client.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:librequest.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:librosen_text.z.so.bss]
8           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:librpc_taihe.z.so.bss]
4           4           4           0           0           4           0           0           0           1           AnonPage other                   [anon:libruntime.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libsamgr.dylib.so.bss]
16          16          0           16          0           0           0           0           0           1           AnonPage other                   [anon:libscene_session.z.so.bss]
20          20          0           20          0           0           0           0           0           1           AnonPage other                   [anon:libscene_session_manager.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libscreen_session.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libsecurity_component_sdk.z.so.bss]
8           8           8           0           0           8           0           0           0           1           AnonPage other                   [anon:libselinux.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libsession_manager.z.so.bss]
8           8           0           8           0           0           0           0           0           1           AnonPage other                   [anon:libsettings.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libsg_collect_sdk.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libshare_extension.z.so.bss]
40          24          1           24          0           0           0           0           0           1           AnonPage other                   [anon:libskia_canvaskit.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libsms.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libsoftbus_adapter.z.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libsoftbus_utils.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libstatic_subscriber_extension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libstatusbar_view_extension.z.so.bss]
4           0           0           0           0           0           0           0           0           1           AnonPage other                   [anon:libstd.dylib.so.bss]
8           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libsurface.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libsync_fence.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libtel_core_service_api.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libtext_napi_impl.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libthp_proxy_1.0.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libtime_guard_extension.z.so.bss]
4           4           0           4           0           0           0           0           0           1           AnonPage other                   [anon:libudmf_client.z.so.bss]
